cod_area_negocio;area_negocio;cod_adn_cg;partition_date
RAA1CIT;Renta Alta;RALT;2020-10-31
RAA1CITMP;Renta Alta;RALT;2020-10-31
RAA1MP;Renta Alta;RALT;2020-10-31
RAA2;Renta Alta;RALT;2020-10-31
RAA2CIT;Renta Alta;RALT;2020-10-31
RAA2CITMP;Renta Alta;RALT;2020-10-31
RAA2MP;Renta Alta;RALT;2020-10-31
RAA3;Renta Alta;RALT;2020-10-31
RAA3CIT;Renta Alta;RALT;2020-10-31
RAA3CITMP;Renta Alta;RALT;2020-10-31
RAA3MP;Renta Alta;RALT;2020-10-31
RMEB1;Renta Media;RMED;2020-10-31
RMEB1CIT;Renta Media;RMED;2020-10-31
RMEB1CITMP;Renta Media;RMED;2020-10-31
RMEB1MP;Renta Media;RMED;2020-10-31
RMEB2;Renta Media;RMED;2020-10-31
RMEB2CIT;Renta Media;RMED;2020-10-31
RMEB2CITMP;Renta Media;RMED;2020-10-31
RMEB2MP;Renta Media;RMED;2020-10-31
RMEB3;Renta Media;RMED;2020-10-31
RMEB3CIT;Renta Media;RMED;2020-10-31
RMEB3CITMP;Renta Media;RMED;2020-10-31
RMEB3MP;Renta Media;RMED;2020-10-31
GE8888;Renta Baja;RBAJ;2020-10-31
RMAC1;Renta Baja;RBAJ;2020-10-31
RMAC1CIT;Renta Baja;RBAJ;2020-10-31
RMAC1CITMP;Renta Baja;RBAJ;2020-10-31
RMAC1MP;Renta Baja;RBAJ;2020-10-31
RMAC2;Renta Baja;RBAJ;2020-10-31
RMAC2CIT;Renta Baja;RBAJ;2020-10-31
RMAC2CITMP;Renta Baja;RBAJ;2020-10-31
RMAC2MP;Renta Baja;RBAJ;2020-10-31
RMAC3;Renta Baja;RBAJ;2020-10-31
RMAC3CIT;Renta Baja;RBAJ;2020-10-31
RMAC3CITMP;Renta Baja;RBAJ;2020-10-31
RMAC3MP;Renta Baja;RBAJ;2020-10-31
IPUP1AGBP;Pyme I;PYM1;2020-10-31
IPUP1AGMPBP;Pyme I;PYM1;2020-10-31
P1AGR;Pyme I;PYM1;2020-10-31
P1AGRCIT;Pyme I;PYM1;2020-10-31
P1AGRCITMP;Pyme I;PYM1;2020-10-31
P1AGRMP;Pyme I;PYM1;2020-10-31
P1OR;Pyme I;PYM1;2020-10-31
P1ORCIT;Pyme I;PYM1;2020-10-31
P1ORCITMP;Pyme I;PYM1;2020-10-31
P1ORMP;Pyme I;PYM1;2020-10-31
P2AGR;Pyme II;PYM2;2020-10-31
P2AGRCIT;Pyme II;PYM2;2020-10-31
P2AGRCITMP;Pyme II;PYM2;2020-10-31
P2AGRMP;Pyme II;PYM2;2020-10-31
P2OR;Pyme II;PYM2;2020-10-31
P2ORCIT;Pyme II;PYM2;2020-10-31
P2ORCITMP;Pyme II;PYM2;2020-10-31
P2ORMP;Pyme II;PYM2;2020-10-31
COM1;Pyme Comercio;PYMC;2020-10-31
COM1AGRO;Pyme Comercio;PYMC;2020-10-31
COM1AGROCIT;Pyme Comercio;PYMC;2020-10-31
COM1AGROCITMP;Pyme Comercio;PYMC;2020-10-31
COM1AGROMP;Pyme Comercio;PYMC;2020-10-31
COM1CIT;Pyme Comercio;PYMC;2020-10-31
COM1CITMP;Pyme Comercio;PYMC;2020-10-31
COM1MP;Pyme Comercio;PYMC;2020-10-31
COM2;Pyme Comercio;PYMC;2020-10-31
COM2CIT;Pyme Comercio;PYMC;2020-10-31
COM2CITMP;Pyme Comercio;PYMC;2020-10-31
COM2MP;Pyme Comercio;PYMC;2020-10-31
EMPAGRO;Empresas;EMPE;2020-10-31
EMPAGROCIT;Empresas;EMPE;2020-10-31
EMPAGROCITMP;Empresas;EMPE;2020-10-31
EMPAGROMP;Empresas;EMPE;2020-10-31
EMPOR;Empresas;EMPE;2020-10-31
EMPORCIT;Empresas;EMPE;2020-10-31
EMPORCITMP;Empresas;EMPE;2020-10-31
EMPORMP;Empresas;EMPE;2020-10-31
GE1AG;Grandes Empresas;GEMP;2020-10-31
GE1AGCIT;Grandes Empresas;GEMP;2020-10-31
GE1AGCITMP;Grandes Empresas;GEMP;2020-10-31
GE1AGMP;Grandes Empresas;GEMP;2020-10-31
GE1OR;Grandes Empresas;GEMP;2020-10-31
GE1ORCIT;Grandes Empresas;GEMP;2020-10-31
GE1ORCITMP;Grandes Empresas;GEMP;2020-10-31
GE1ORMP;Grandes Empresas;GEMP;2020-10-31
GEGGNOMRG;Grandes Empresas;GEMP;2020-10-31
GELANOMRG;Grandes Empresas;GEMP;2020-10-31
INPUIDEUGEO;Instituciones Publicas;INPU;2020-10-31
INPUIDEUGEOMP;Instituciones Publicas;INPU;2020-10-31
INPUOIDESK;Instituciones Publicas;INPU;2020-10-31
INPUOIDESKMP;Instituciones Publicas;INPU;2020-10-31
INPUOTRUGE;Instituciones Publicas;INPU;2020-10-31
INPUOTRUGEMP;Instituciones Publicas;INPU;2020-10-31
INSPUUGE;Instituciones Publicas;INPU;2020-10-31
INSPUUGEMP;Instituciones Publicas;INPU;2020-10-31
IPUC;Instituciones Publicas;INPU;2020-10-31
IPUC1;Instituciones Publicas;INPU;2020-10-31
IPUC1MP;Instituciones Publicas;INPU;2020-10-31
IPUC2;Instituciones Publicas;INPU;2020-10-31
IPUC2MP;Instituciones Publicas;INPU;2020-10-31
IPUEDU;Instituciones Publicas;INPU;2020-10-31
IPUEDUMP;Instituciones Publicas;INPU;2020-10-31
IPUEMP;Instituciones Publicas;INPU;2020-10-31
IPUEMPAG;Instituciones Publicas;INPU;2020-10-31
IPUEMPAGMP;Instituciones Publicas;INPU;2020-10-31
IPUEMPOR;Instituciones Publicas;INPU;2020-10-31
IPUEMPORMP;Instituciones Publicas;INPU;2020-10-31
IPUGE1;Instituciones Publicas;INPU;2020-10-31
IPUGE1AG;Instituciones Publicas;INPU;2020-10-31
IPUGE1AGMP;Instituciones Publicas;INPU;2020-10-31
IPUGE1OR;Instituciones Publicas;INPU;2020-10-31
IPUGE1ORMP;Instituciones Publicas;INPU;2020-10-31
IPUGOB;Instituciones Publicas;INPU;2020-10-31
IPUGOBMP;Instituciones Publicas;INPU;2020-10-31
IPUOTRA;Instituciones Publicas;INPU;2020-10-31
IPUOTRACIT;Instituciones Publicas;INPU;2020-10-31
IPUOTRACITMP;Instituciones Publicas;INPU;2020-10-31
IPUOTRAMP;Instituciones Publicas;INPU;2020-10-31
IPUP1;Instituciones Publicas;INPU;2020-10-31
IPUP1AG;Instituciones Publicas;INPU;2020-10-31
IPUP1AGMP;Instituciones Publicas;INPU;2020-10-31
IPUP1OR;Instituciones Publicas;INPU;2020-10-31
IPUP1ORMP;Instituciones Publicas;INPU;2020-10-31
IPUP2;Instituciones Publicas;INPU;2020-10-31
IPUP2AG;Instituciones Publicas;INPU;2020-10-31
IPUP2AGMP;Instituciones Publicas;INPU;2020-10-31
IPUP2OR;Instituciones Publicas;INPU;2020-10-31
IPUP2ORMP;Instituciones Publicas;INPU;2020-10-31
IPURA;Instituciones Publicas;INPU;2020-10-31
IPURAA1;Instituciones Publicas;INPU;2020-10-31
IPURAA1MP;Instituciones Publicas;INPU;2020-10-31
IPURAA2;Instituciones Publicas;INPU;2020-10-31
IPURAA2MP;Instituciones Publicas;INPU;2020-10-31
IPURAA3;Instituciones Publicas;INPU;2020-10-31
IPURAA3MP;Instituciones Publicas;INPU;2020-10-31
IPURC;Instituciones Publicas;INPU;2020-10-31
IPURMA;Instituciones Publicas;INPU;2020-10-31
IPURMAC1;Instituciones Publicas;INPU;2020-10-31
IPURMAC1MP;Instituciones Publicas;INPU;2020-10-31
IPURMAC2;Instituciones Publicas;INPU;2020-10-31
IPURMAC2MP;Instituciones Publicas;INPU;2020-10-31
IPURMAC3;Instituciones Publicas;INPU;2020-10-31
IPURMAC3MP;Instituciones Publicas;INPU;2020-10-31
IPURME;Instituciones Publicas;INPU;2020-10-31
IPURMEB1;Instituciones Publicas;INPU;2020-10-31
IPURMEB1MP;Instituciones Publicas;INPU;2020-10-31
IPURMEB2;Instituciones Publicas;INPU;2020-10-31
IPURMEB2MP;Instituciones Publicas;INPU;2020-10-31
IPURMEB3;Instituciones Publicas;INPU;2020-10-31
IPURMEB3MP;Instituciones Publicas;INPU;2020-10-31
IPUSALUD;Instituciones Publicas;INPU;2020-10-31
IPUSALUDMP;Instituciones Publicas;INPU;2020-10-31
ISPUIDGOBI;Instituciones Publicas;INPU;2020-10-31
ISPUIDGOBIMP;Instituciones Publicas;INPU;2020-10-31
INPRIDUGEO;Instituciones Privadas;INPR;2020-10-31
INPRIDUGEOMP;Instituciones Privadas;INPR;2020-10-31
INPROIDESK;Instituciones Privadas;INPR;2020-10-31
INPROIDESKMP;Instituciones Privadas;INPR;2020-10-31
INPROTRUGE;Instituciones Privadas;INPR;2020-10-31
INPROTRUGEMP;Instituciones Privadas;INPR;2020-10-31
INPS3R;Instituciones Privadas;INPR;2020-10-31
IPRAG;Instituciones Privadas;INPR;2020-10-31
IPRAGMP;Instituciones Privadas;INPR;2020-10-31
IPRC;Instituciones Privadas;INPR;2020-10-31
IPRC1;Instituciones Privadas;INPR;2020-10-31
IPRC1MP;Instituciones Privadas;INPR;2020-10-31
IPRC2;Instituciones Privadas;INPR;2020-10-31
IPRC2MP;Instituciones Privadas;INPR;2020-10-31
IPRCPMSIOBSOMP;Instituciones Privadas;INPR;2020-10-31
IPRCPMUSIOBSO;Instituciones Privadas;INPR;2020-10-31
IPRE;Instituciones Privadas;INPR;2020-10-31
IPREDRID;Instituciones Privadas;INPR;2020-10-31
IPREDRIDMP;Instituciones Privadas;INPR;2020-10-31
IPREDU;Instituciones Privadas;INPR;2020-10-31
IPREDUCIT;Instituciones Privadas;INPR;2020-10-31
IPREDUCITMP;Instituciones Privadas;INPR;2020-10-31
IPREDUMP;Instituciones Privadas;INPR;2020-10-31
IPREMP;Instituciones Privadas;INPR;2020-10-31
IPRGE1;Instituciones Privadas;INPR;2020-10-31
IPRGE1AG;Instituciones Privadas;INPR;2020-10-31
IPRGE1AGMP;Instituciones Privadas;INPR;2020-10-31
IPRGE1MP;Instituciones Privadas;INPR;2020-10-31
IPRGE1OR;Instituciones Privadas;INPR;2020-10-31
IPRGE1ORMP;Instituciones Privadas;INPR;2020-10-31
IPRIS2;Instituciones Privadas;INPR;2020-10-31
IPRIVMP(S3);Instituciones Privadas;INPR;2020-10-31
IPRIVMPS1;Instituciones Privadas;INPR;2020-10-31
IPRIVS1;Instituciones Privadas;INPR;2020-10-31
IPRMPS2;Instituciones Privadas;INPR;2020-10-31
IPROR;Instituciones Privadas;INPR;2020-10-31
IPRORMP;Instituciones Privadas;INPR;2020-10-31
IPROTRA;Instituciones Privadas;INPR;2020-10-31
IPROTRACIT;Instituciones Privadas;INPR;2020-10-31
IPROTRACITMP;Instituciones Privadas;INPR;2020-10-31
IPROTRAMP;Instituciones Privadas;INPR;2020-10-31
IPRP1;Instituciones Privadas;INPR;2020-10-31
IPRP1AG;Instituciones Privadas;INPR;2020-10-31
IPRP1AGMP;Instituciones Privadas;INPR;2020-10-31
IPRP1MP;Instituciones Privadas;INPR;2020-10-31
IPRP1OR;Instituciones Privadas;INPR;2020-10-31
IPRP1ORMP;Instituciones Privadas;INPR;2020-10-31
IPRP2;Instituciones Privadas;INPR;2020-10-31
IPRP2AG;Instituciones Privadas;INPR;2020-10-31
IPRP2AGMP;Instituciones Privadas;INPR;2020-10-31
IPRP2MP;Instituciones Privadas;INPR;2020-10-31
IPRP2OR;Instituciones Privadas;INPR;2020-10-31
IPRP2ORMP;Instituciones Privadas;INPR;2020-10-31
IPRRA;Instituciones Privadas;INPR;2020-10-31
IPRRAA1;Instituciones Privadas;INPR;2020-10-31
IPRRAA1MP;Instituciones Privadas;INPR;2020-10-31
IPRRAA2;Instituciones Privadas;INPR;2020-10-31
IPRRAA2MP;Instituciones Privadas;INPR;2020-10-31
IPRRAA3;Instituciones Privadas;INPR;2020-10-31
IPRRAA3MP;Instituciones Privadas;INPR;2020-10-31
IPRRC;Instituciones Privadas;INPR;2020-10-31
IPRRMA;Instituciones Privadas;INPR;2020-10-31
IPRRMAC1;Instituciones Privadas;INPR;2020-10-31
IPRRMAC1MP;Instituciones Privadas;INPR;2020-10-31
IPRRMAC2;Instituciones Privadas;INPR;2020-10-31
IPRRMAC2MP;Instituciones Privadas;INPR;2020-10-31
IPRRMAC3;Instituciones Privadas;INPR;2020-10-31
IPRRMAC3MP;Instituciones Privadas;INPR;2020-10-31
IPRRME;Instituciones Privadas;INPR;2020-10-31
IPRRMEB1;Instituciones Privadas;INPR;2020-10-31
IPRRMEB1MP;Instituciones Privadas;INPR;2020-10-31
IPRRMEB2;Instituciones Privadas;INPR;2020-10-31
IPRRMEB2MP;Instituciones Privadas;INPR;2020-10-31
IPRRMEB3;Instituciones Privadas;INPR;2020-10-31
IPRRMEB3MP;Instituciones Privadas;INPR;2020-10-31
ACPMRGBC;BMA;SCIB;2020-10-31
ACSBC;BMA;SCIB;2020-10-31
ACSBCSA;BMA;SCIB;2020-10-31
ACSEINT;BMA;SCIB;2020-10-31
ACSEL;BMA;SCIB;2020-10-31
ACSEM;BMA;SCIB;2020-10-31
ACSGG;BMA;SCIB;2020-10-31
ACSLA;BMA;SCIB;2020-10-31
ACSOEFIN;BMA;SCIB;2020-10-31
ACSSP;BMA;SCIB;2020-10-31
AN02030500;BMA;SCIB;2020-10-31
AN02033000;BMA;SCIB;2020-10-31
AN02040101;BMA;SCIB;2020-10-31
AN02040102;BMA;SCIB;2020-10-31
AN02040103;BMA;SCIB;2020-10-31
AN02050101;BMA;SCIB;2020-10-31
AN02090101;BMA;SCIB;2020-10-31
AN02090102;BMA;SCIB;2020-10-31
AN02090103;BMA;SCIB;2020-10-31
AN02090201;BMA;SCIB;2020-10-31
AN02090202;BMA;SCIB;2020-10-31
AN02090203;BMA;SCIB;2020-10-31
CASHEINT;BMA;SCIB;2020-10-31
CASHMPMRGBC;BMA;SCIB;2020-10-31
CASHMPMRGEL;BMA;SCIB;2020-10-31
CASHMPMRGEM;BMA;SCIB;2020-10-31
CASHMPMRGGE;BMA;SCIB;2020-10-31
CASHMPMRGGG;BMA;SCIB;2020-10-31
CASHMPMRGLA;BMA;SCIB;2020-10-31
CASHMPMRGSP;BMA;SCIB;2020-10-31
CASHMRGBC;BMA;SCIB;2020-10-31
CASHMRGBSA;BMA;SCIB;2020-10-31
CASHMRGBSAMP;BMA;SCIB;2020-10-31
CASHMRGEL;BMA;SCIB;2020-10-31
CASHMRGEM;BMA;SCIB;2020-10-31
CASHMRGEMP;BMA;SCIB;2020-10-31
CASHMRGGE;BMA;SCIB;2020-10-31
CASHMRGGG;BMA;SCIB;2020-10-31
CASHMRGLA;BMA;SCIB;2020-10-31
CASHMRGPY1;BMA;SCIB;2020-10-31
CASHMRGPY2;BMA;SCIB;2020-10-31
CASHMRGSP;BMA;SCIB;2020-10-31
CD;BMA;SCIB;2020-10-31
CEDMRGBC;BMA;SCIB;2020-10-31
CUSMRGBC;BMA;SCIB;2020-10-31
CUSMRGBSA;BMA;SCIB;2020-10-31
CUSMRGEL;BMA;SCIB;2020-10-31
CUSMRGEM;BMA;SCIB;2020-10-31
CUSMRGGE;BMA;SCIB;2020-10-31
CUSMRGGG;BMA;SCIB;2020-10-31
CUSMRGLA;BMA;SCIB;2020-10-31
CUSMRGSP;BMA;SCIB;2020-10-31
CUSMRGSPMP;BMA;SCIB;2020-10-31
CUSNOMRGBC;BMA;SCIB;2020-10-31
CUSNOMRGEL;BMA;SCIB;2020-10-31
CUSNOMRGEM;BMA;SCIB;2020-10-31
CUSNOMRGGG;BMA;SCIB;2020-10-31
CUSNOMRGLA;BMA;SCIB;2020-10-31
CUSNOMRGSP;BMA;SCIB;2020-10-31
DIV31;BMA;SCIB;2020-10-31
DIV31MP;BMA;SCIB;2020-10-31
DIV80;BMA;SCIB;2020-10-31
DIV80MP;BMA;SCIB;2020-10-31
DIV80RCMP;BMA;SCIB;2020-10-31
DIV82;BMA;SCIB;2020-10-31
DIV82MP;BMA;SCIB;2020-10-31
DIV82RCMP;BMA;SCIB;2020-10-31
DIVRC31;BMA;SCIB;2020-10-31
DIVRC31MP;BMA;SCIB;2020-10-31
DIVRC80;BMA;SCIB;2020-10-31
DIVRC82;BMA;SCIB;2020-10-31
EMIMRGBC;BMA;SCIB;2020-10-31
EMVMRGBC;BMA;SCIB;2020-10-31
EQPMRGBC;BMA;SCIB;2020-10-31
EQPMRGEL;BMA;SCIB;2020-10-31
EQPMRGEM;BMA;SCIB;2020-10-31
EQPMRGGG;BMA;SCIB;2020-10-31
EQPMRGLA;BMA;SCIB;2020-10-31
EQPMRGSP;BMA;SCIB;2020-10-31
EQPNOMRGBC;BMA;SCIB;2020-10-31
EQPNOMRGEL;BMA;SCIB;2020-10-31
EQPNOMRGEM;BMA;SCIB;2020-10-31
EQPNOMRGGG;BMA;SCIB;2020-10-31
EQPNOMRGLA;BMA;SCIB;2020-10-31
EQPNOMRGSP;BMA;SCIB;2020-10-31
EQU;BMA;SCIB;2020-10-31
FBMRGBC;BMA;SCIB;2020-10-31
FBMRGBSA;BMA;SCIB;2020-10-31
FBMRGEL;BMA;SCIB;2020-10-31
FBMRGEM;BMA;SCIB;2020-10-31
FBMRGEMP;BMA;SCIB;2020-10-31
FBMRGGE;BMA;SCIB;2020-10-31
FBMRGGG;BMA;SCIB;2020-10-31
FBMRGLA;BMA;SCIB;2020-10-31
FBMRGSP;BMA;SCIB;2020-10-31
FFEEMRGBC;BMA;SCIB;2020-10-31
FFEEMRGEL;BMA;SCIB;2020-10-31
FFEEMRGEM;BMA;SCIB;2020-10-31
FFEEMRGGG;BMA;SCIB;2020-10-31
FFEEMRGLA;BMA;SCIB;2020-10-31
FFEEMRGSP;BMA;SCIB;2020-10-31
FLOWBC;BMA;SCIB;2020-10-31
FLOWBCSA;BMA;SCIB;2020-10-31
FLOWEINT;BMA;SCIB;2020-10-31
FLOWEL;BMA;SCIB;2020-10-31
FLOWEM;BMA;SCIB;2020-10-31
FLOWGG;BMA;SCIB;2020-10-31
FLOWLA;BMA;SCIB;2020-10-31
FLOWOEFIN;BMA;SCIB;2020-10-31
FLOWSP;BMA;SCIB;2020-10-31
LBKCASHBC;BMA;SCIB;2020-10-31
LBKCASHBSA;BMA;SCIB;2020-10-31
LBKCASHEM;BMA;SCIB;2020-10-31
LBKCASHGG;BMA;SCIB;2020-10-31
LBKCASHLA;BMA;SCIB;2020-10-31
LBKCASHMPBC;BMA;SCIB;2020-10-31
LBKCASHMPBSA;BMA;SCIB;2020-10-31
LBKCASHMPEM;BMA;SCIB;2020-10-31
LBKCASHMPGG;BMA;SCIB;2020-10-31
LBKCASHMPLA;BMA;SCIB;2020-10-31
LBKCASHMPSP;BMA;SCIB;2020-10-31
LBKCASHSP;BMA;SCIB;2020-10-31
LBKFBBC;BMA;SCIB;2020-10-31
LBKFBBSA;BMA;SCIB;2020-10-31
LBKFBEM;BMA;SCIB;2020-10-31
LBKFBGG;BMA;SCIB;2020-10-31
LBKFBLA;BMA;SCIB;2020-10-31
LBKFBSP;BMA;SCIB;2020-10-31
LBKSINBC;BMA;SCIB;2020-10-31
LBKSINBSA;BMA;SCIB;2020-10-31
LBKSINEM;BMA;SCIB;2020-10-31
LBKSINGG;BMA;SCIB;2020-10-31
LBKSINLA;BMA;SCIB;2020-10-31
LBKSINSP;BMA;SCIB;2020-10-31
LBKTRADEBC;BMA;SCIB;2020-10-31
LBKTRADEBSA;BMA;SCIB;2020-10-31
LBKTRADEEM;BMA;SCIB;2020-10-31
LBKTRADEGG;BMA;SCIB;2020-10-31
LBKTRADELA;BMA;SCIB;2020-10-31
LBKTRADESP;BMA;SCIB;2020-10-31
MAMRGBC;BMA;SCIB;2020-10-31
MAMRGEL;BMA;SCIB;2020-10-31
MAMRGEM;BMA;SCIB;2020-10-31
MAMRGGG;BMA;SCIB;2020-10-31
MAMRGLA;BMA;SCIB;2020-10-31
MAMRGSP;BMA;SCIB;2020-10-31
MANOMRGBC;BMA;SCIB;2020-10-31
MANOMRGEL;BMA;SCIB;2020-10-31
MANOMRGEM;BMA;SCIB;2020-10-31
MANOMRGGG;BMA;SCIB;2020-10-31
MANOMRGLA;BMA;SCIB;2020-10-31
MANOMRGSP;BMA;SCIB;2020-10-31
MMBCSA;BMA;SCIB;2020-10-31
MMBCSAMP;BMA;SCIB;2020-10-31
MMEINT;BMA;SCIB;2020-10-31
MMMRGBC;BMA;SCIB;2020-10-31
MMMRGEL;BMA;SCIB;2020-10-31
MMMRGEM;BMA;SCIB;2020-10-31
MMMRGGG;BMA;SCIB;2020-10-31
MMMRGLA;BMA;SCIB;2020-10-31
MMMRGSP;BMA;SCIB;2020-10-31
MMMRGSPMP;BMA;SCIB;2020-10-31
MMOEFIN;BMA;SCIB;2020-10-31
PFMRGBC;BMA;SCIB;2020-10-31
PFMRGEL;BMA;SCIB;2020-10-31
PFMRGEM;BMA;SCIB;2020-10-31
PFMRGGG;BMA;SCIB;2020-10-31
PFMRGLA;BMA;SCIB;2020-10-31
PFMRGSP;BMA;SCIB;2020-10-31
PFNOMRGBC;BMA;SCIB;2020-10-31
PFNOMRGEL;BMA;SCIB;2020-10-31
PFNOMRGEM;BMA;SCIB;2020-10-31
PFNOMRGGG;BMA;SCIB;2020-10-31
PFNOMRGLA;BMA;SCIB;2020-10-31
PFNOMRGSP;BMA;SCIB;2020-10-31
RFMRGBC;BMA;SCIB;2020-10-31
RFMRGEL;BMA;SCIB;2020-10-31
RFMRGEM;BMA;SCIB;2020-10-31
RFMRGGG;BMA;SCIB;2020-10-31
RFMRGLA;BMA;SCIB;2020-10-31
RFMRGSP;BMA;SCIB;2020-10-31
RFNOMRGBC;BMA;SCIB;2020-10-31
RFNOMRGEL;BMA;SCIB;2020-10-31
RFNOMRGEM;BMA;SCIB;2020-10-31
RFNOMRGGG;BMA;SCIB;2020-10-31
RFNOMRGLA;BMA;SCIB;2020-10-31
RFNOMRGSP;BMA;SCIB;2020-10-31
SINBCSA;BMA;SCIB;2020-10-31
SINMRGBC;BMA;SCIB;2020-10-31
SINMRGEL;BMA;SCIB;2020-10-31
SINMRGEM;BMA;SCIB;2020-10-31
SINMRGGG;BMA;SCIB;2020-10-31
SINMRGLA;BMA;SCIB;2020-10-31
SINMRGSP;BMA;SCIB;2020-10-31
SINNOMRGBC;BMA;SCIB;2020-10-31
SINNOMRGEL;BMA;SCIB;2020-10-31
SINNOMRGEM;BMA;SCIB;2020-10-31
SINNOMRGGG;BMA;SCIB;2020-10-31
SINNOMRGLA;BMA;SCIB;2020-10-31
SINNOMRGSP;BMA;SCIB;2020-10-31
TRABCSA;BMA;SCIB;2020-10-31
TRADEMRGBC;BMA;SCIB;2020-10-31
TRADEMRGBSA;BMA;SCIB;2020-10-31
TRADEMRGEL;BMA;SCIB;2020-10-31
TRADEMRGEM;BMA;SCIB;2020-10-31
TRADEMRGGE;BMA;SCIB;2020-10-31
TRADEMRGGG;BMA;SCIB;2020-10-31
TRADEMRGLA;BMA;SCIB;2020-10-31
TRADEMRGSP;BMA;SCIB;2020-10-31
TRAEINT;BMA;SCIB;2020-10-31
TRAMRGBC;BMA;SCIB;2020-10-31
TRAMRGEL;BMA;SCIB;2020-10-31
TRAMRGEM;BMA;SCIB;2020-10-31
TRAMRGGG;BMA;SCIB;2020-10-31
TRAMRGLA;BMA;SCIB;2020-10-31
TRAMRGSP;BMA;SCIB;2020-10-31
TRAOEFIN;BMA;SCIB;2020-10-31
VENTBCSA;BMA;SCIB;2020-10-31
VENTBCSAMP;BMA;SCIB;2020-10-31
VENTEINT;BMA;SCIB;2020-10-31
VENTEINTMP;BMA;SCIB;2020-10-31
VENTMRGBC;BMA;SCIB;2020-10-31
VENTMRGEL;BMA;SCIB;2020-10-31
VENTMRGEM;BMA;SCIB;2020-10-31
VENTMRGGE;BMA;SCIB;2020-10-31
VENTMRGGG;BMA;SCIB;2020-10-31
VENTMRGLA;BMA;SCIB;2020-10-31
VENTMRGSP;BMA;SCIB;2020-10-31
VENTMRGSPMP;BMA;SCIB;2020-10-31
VENTNOMRGBC;BMA;SCIB;2020-10-31
VENTNOMRGBCMP;BMA;SCIB;2020-10-31
VENTNOMRGEL;BMA;SCIB;2020-10-31
VENTNOMRGEM;BMA;SCIB;2020-10-31
VENTNOMRGGG;BMA;SCIB;2020-10-31
VENTNOMRGLA;BMA;SCIB;2020-10-31
VENTNOMRGSP;BMA;SCIB;2020-10-31
VENTNOMRGSPMP;BMA;SCIB;2020-10-31
VENTOEFIN;BMA;SCIB;2020-10-31
XVAMRGBC;BMA;SCIB;2020-10-31
BPUH;Banca Privada;BPRI;2020-10-31
BPI;Banca Privada;BPRI;2020-10-31
COM1AGROBP;Banca Privada;BPRI;2020-10-31
COM1AGROMPBP;Banca Privada;BPRI;2020-10-31
COM1BP;Banca Privada;BPRI;2020-10-31
COM1MPBP;Banca Privada;BPRI;2020-10-31
COM2BP;Banca Privada;BPRI;2020-10-31
COM2MPBP;Banca Privada;BPRI;2020-10-31
EMPAGROBP;Banca Privada;BPRI;2020-10-31
EMPAGROMPBP;Banca Privada;BPRI;2020-10-31
EMPORBP;Banca Privada;BPRI;2020-10-31
EMPORMPBP;Banca Privada;BPRI;2020-10-31
GE1AGBP;Banca Privada;BPRI;2020-10-31
GE1AGMPBP;Banca Privada;BPRI;2020-10-31
GE1ORBP;Banca Privada;BPRI;2020-10-31
GE1ORMPBP;Banca Privada;BPRI;2020-10-31
INSPRIDBP;Banca Privada;BPRI;2020-10-31
INSPRIDBPMP;Banca Privada;BPRI;2020-10-31
INSPRUGBPRIO;Banca Privada;BPRI;2020-10-31
INSPRUGBPRIOMP;Banca Privada;BPRI;2020-10-31
IPRAGBP;Banca Privada;BPRI;2020-10-31
IPRAGMPBP;Banca Privada;BPRI;2020-10-31
IPRC1BP;Banca Privada;BPRI;2020-10-31
IPRC1MPBP;Banca Privada;BPRI;2020-10-31
IPRC2BP;Banca Privada;BPRI;2020-10-31
IPRC2MPBP;Banca Privada;BPRI;2020-10-31
IPREDRBP;Banca Privada;BPRI;2020-10-31
IPREDRBPMP;Banca Privada;BPRI;2020-10-31
IPRGE1AGBP;Banca Privada;BPRI;2020-10-31
IPRGE1AGMPBP;Banca Privada;BPRI;2020-10-31
IPRGE1ORBP;Banca Privada;BPRI;2020-10-31
IPRGE1ORMPBP;Banca Privada;BPRI;2020-10-31
IPRORBP;Banca Privada;BPRI;2020-10-31
IPRORMPBP;Banca Privada;BPRI;2020-10-31
IPROTBP;Banca Privada;BPRI;2020-10-31
IPROTBPMP;Banca Privada;BPRI;2020-10-31
IPRP1AGBP;Banca Privada;BPRI;2020-10-31
IPRP1AGMPBP;Banca Privada;BPRI;2020-10-31
IPRP1BP;Banca Privada;BPRI;2020-10-31
IPRP1MPBP;Banca Privada;BPRI;2020-10-31
IPRP1ORBP;Banca Privada;BPRI;2020-10-31
IPRP1ORMPBP;Banca Privada;BPRI;2020-10-31
IPRP2AGBP;Banca Privada;BPRI;2020-10-31
IPRP2AGMPBP;Banca Privada;BPRI;2020-10-31
IPRP2ORBP;Banca Privada;BPRI;2020-10-31
IPRP2ORMPBP;Banca Privada;BPRI;2020-10-31
INPUOTRBP;Banca Privada;BPRI;2020-10-31
INPUOTRBPMP;Banca Privada;BPRI;2020-10-31
INSPUGBPRIO;Banca Privada;BPRI;2020-10-31
INSPUGBPRIOMP;Banca Privada;BPRI;2020-10-31
INSPUGOBP;Banca Privada;BPRI;2020-10-31
INSPUIDBP;Banca Privada;BPRI;2020-10-31
INSPUIDBPMP;Banca Privada;BPRI;2020-10-31
IPUBGOPRMP;Banca Privada;BPRI;2020-10-31
